    time    temp    dens
   8.64853188183546E-02   9.02792792079361E-01   6.10784172340362E+05
     nin     zin       y       x
  1    0     8.23616323123267E-01   8.23616323123267E-01
  0    1     7.00953381697043E-14   7.00953381697043E-14
  1    1     2.08617129470267E-12   4.17234258940533E-12
  2    1     1.31994898108945E-08   3.95984694326834E-08
  1    2     1.23724302158115E-25   3.71172906474346E-25
  2    2     1.66847079389081E-05   6.67388317556323E-05
  4    2     2.51238128187618E-07   1.50742876912571E-06
  3    3     1.13446199333713E-21   6.80677196002278E-21
  4    3     5.36718147607946E-15   3.75702703325563E-14
  5    3     6.58292169576537E-15   5.26633735661230E-14
  6    3     4.15768710599333E-07   3.74191839539399E-06
  3    4     1.00000000000000E-99   1.00000000000000E-99
  5    4     2.88617073724897E-14   2.59755366352408E-13
  6    4     4.41951474111027E-12   4.41951474111027E-11
  7    4     1.94773773018610E-13   2.14251150320471E-12
  8    4     2.70497872153134E-06   3.24597446583761E-05
  3    5     1.00000000000000E-99   1.00000000000000E-99
  5    5     1.00000000000000E-99   1.00000000000000E-99
  6    5     5.52517777244042E-16   6.07769554968446E-15
  7    5     5.62622156854546E-14   6.75146588225455E-13
  8    5     1.75060159782882E-07   2.27578207717746E-06
  9    5     1.87348496564389E-06   2.62287895190144E-05
  3    6     1.00000000000000E-99   1.00000000000000E-99
  4    6     1.00000000000000E-99   1.00000000000000E-99
  5    6     1.00000000000000E-99   1.00000000000000E-99
  6    6     1.83134559403347E-19   2.19761471284017E-18
  7    6     1.23697958557268E-15   1.60807346124449E-14
  8    6     7.46067240825357E-14   1.04449413715550E-12
  9    6     4.63821298748139E-13   6.95731948122208E-12
 10    6     2.47533217671147E-06   3.96053148273835E-05
 11    6     4.10611149903506E-06   6.98038954835960E-05
 12    6     1.00000000000000E-99   1.00000000000000E-99
  4    7     1.00000000000000E-99   1.00000000000000E-99
  5    7     1.00000000000000E-99   1.00000000000000E-99
  6    7     1.00000000000000E-99   1.00000000000000E-99
  7    7     3.83661606006588E-24   5.37126248409223E-23
  8    7     2.08330186435048E-15   3.12495279652572E-14
  9    7     1.48044703852552E-14   2.36871526164083E-13
 10    7     1.29617679664890E-13   2.20350055430313E-12
 11    7     1.16776171565662E-13   2.10197108818192E-12
 12    7     4.28689188906965E-13   8.14509458923234E-12
 13    7     6.40951070215879E-07   1.28190214043176E-05
 14    7     1.00000000000000E-99   1.00000000000000E-99
  5    8     1.00000000000000E-99   1.00000000000000E-99
  6    8     1.00000000000000E-99   1.00000000000000E-99
  7    8     1.00000000000000E-99   1.00000000000000E-99
